ride_id,vehicle_type,distance_km,duration_min,avg_speed_kmph,max_speed_kmph,battery_start_percent,battery_end_percent,sudden_stop_count,terrain_elevation_gain_m,temperature_c,rider_age_group,gps_signal_quality,incident_type
5390,E-Bike,1.1,2.76,11.8,15.04,36.6,31.7,2,94.5,23.1,36-45,0.714,Mechanical_Fault
5391,E-Scooter,2.03,15.27,7.78,7.81,58.2,51.0,1,23.0,13.9,18-25,0.686,Battery_Critical
5392,E-Scooter,3.12,11.86,14.4,14.47,36.9,19.2,1,2.8,37.5,26-35,0.61,Normal
5393,E-Bike,4.38,13.87,16.91,23.86,38.0,23.9,5,40.6,26.5,26-35,0.919,Hard_Braking
5394,E-Scooter,3.91,7.06,26.51,37.9,22.1,14.0,0,12.8,23.0,18-25,0.919,Battery_Critical
5395,E-Scooter,2.43,6.57,18.97,29.03,75.0,67.0,4,20.0,23.8,36-45,0.8,Hard_Braking
5396,E-Scooter,2.11,11.64,13.67,18.06,70.2,67.2,2,45.0,32.9,46-60,0.79,Normal
5397,E-Scooter,7.73,24.26,19.01,30.61,49.2,30.8,0,11.9,7.0,18-25,0.658,Normal
5398,E-Bike,5.33,24.33,13.42,17.37,58.5,42.0,1,15.6,18.1,36-45,0.932,Normal
5399,E-Scooter,1.84,6.84,18.98,19.0,84.9,78.3,0,36.1,28.6,46-60,0.649,Normal
5400,E-Scooter,4.37,18.44,14.01,21.15,73.2,55.1,2,8.0,24.5,26-35,0.801,Hard_Braking
5401,E-Bike,0.76,2.0,13.13,19.8,62.0,63.1,0,11.1,23.7,26-35,0.77,Normal
5402,E-Scooter,1.92,2.0,22.21,27.04,79.0,75.5,1,80.1,13.7,18-25,0.749,Normal
5403,E-Bike,1.33,2.0,17.27,18.99,57.7,49.8,1,18.6,17.9,46-60,0.727,Normal
5404,E-Scooter,3.2,10.67,16.83,19.96,72.2,66.8,0,0.5,15.5,46-60,0.725,Normal
5405,E-Bike,0.72,2.33,16.02,19.93,34.4,39.7,2,45.5,23.0,18-25,0.664,Normal
5406,E-Bike,2.2,7.2,14.11,20.55,65.5,61.7,6,20.3,33.0,60+,0.744,Hard_Braking
5407,E-Scooter,0.66,2.0,9.88,11.27,59.6,57.6,0,3.2,18.7,60+,0.765,Normal
5408,E-Scooter,4.7,28.15,10.39,17.42,43.5,26.9,2,9.8,32.8,46-60,0.577,Normal
5409,E-Scooter,1.74,11.26,13.83,22.4,93.7,83.4,1,5.9,24.0,18-25,0.966,Normal
5410,E-Bike,4.08,17.56,14.06,16.46,44.4,33.5,0,39.0,33.4,18-25,0.478,Normal
5411,E-Scooter,6.6,12.35,24.23,25.68,28.8,12.7,0,12.2,27.7,26-35,0.836,Battery_Critical
5412,E-Scooter,3.07,12.36,16.58,20.22,82.1,68.6,1,1.0,20.3,18-25,0.635,Normal
5413,E-Bike,2.84,12.14,13.89,16.55,60.9,48.3,1,23.1,38.1,46-60,0.843,Battery_Critical
5414,E-Scooter,2.74,9.72,14.58,15.2,53.4,47.2,2,24.6,17.9,26-35,0.977,Battery_Critical
5415,E-Scooter,3.04,21.33,12.16,14.91,91.9,81.8,1,15.7,17.6,18-25,0.962,Mechanical_Fault
5416,E-Bike,4.27,20.55,10.52,21.21,50.0,35.3,1,12.4,10.7,26-35,0.64,Normal
5417,E-Scooter,7.41,35.04,13.2,15.83,61.6,40.4,1,2.7,33.2,18-25,0.618,Hard_Braking
5418,E-Scooter,1.41,7.15,22.72,25.59,21.7,12.0,0,10.7,31.4,18-25,0.409,Improper_Parking
5419,E-Scooter,0.62,4.62,19.48,23.83,51.8,51.0,2,5.8,7.0,26-35,0.752,Normal
5420,E-Scooter,8.32,21.04,22.11,25.31,35.9,13.4,2,19.6,20.3,46-60,0.793,Battery_Critical
5421,E-Bike,0.96,12.34,5.93,8.89,54.1,51.6,1,18.8,13.9,18-25,0.859,Normal
5422,E-Scooter,0.92,4.39,15.15,22.38,92.1,91.7,3,9.3,34.0,18-25,0.578,Hard_Braking
5423,E-Scooter,3.87,15.0,14.78,18.3,93.8,78.1,0,31.3,25.5,18-25,0.914,Normal
5424,E-Bike,4.3,22.13,14.36,18.22,60.6,43.9,0,14.6,28.3,36-45,0.747,Normal
5425,E-Scooter,3.16,14.6,23.07,38.02,58.8,50.8,1,16.2,22.0,46-60,0.481,Normal
5426,E-Scooter,1.89,20.7,7.76,11.02,35.8,31.8,1,32.0,36.6,18-25,0.848,Normal
5427,E-Scooter,3.53,16.91,16.09,19.97,46.3,33.6,4,30.2,34.1,26-35,0.903,Normal
5428,E-Bike,1.49,2.06,14.15,17.1,50.4,46.8,0,12.5,39.6,36-45,0.78,Normal
5429,E-Bike,0.32,2.0,12.4,13.59,47.6,36.5,1,1.2,33.8,26-35,0.708,Normal
5430,E-Bike,4.61,22.9,12.93,16.95,40.5,32.3,1,22.9,29.7,26-35,0.91,Normal
5431,E-Scooter,3.99,21.46,9.95,17.92,34.5,22.5,1,51.9,22.7,46-60,0.744,Mechanical_Fault
5432,E-Scooter,0.7,2.0,15.95,18.15,51.1,50.4,1,9.3,27.5,26-35,0.63,Normal
5433,E-Bike,3.9,18.99,11.78,19.61,65.9,57.1,4,0.7,22.8,18-25,0.891,Hard_Braking
5434,E-Scooter,3.55,11.54,21.38,24.24,88.2,71.1,2,3.8,20.7,18-25,0.753,Hard_Braking
5435,E-Bike,7.08,66.36,6.55,11.21,34.1,9.7,3,11.9,35.0,18-25,0.602,Battery_Critical
5436,E-Scooter,4.54,11.77,17.34,19.74,94.1,76.6,1,17.0,19.0,18-25,0.836,Normal
5437,E-Bike,6.41,34.78,10.67,14.16,32.8,9.6,0,24.0,4.1,60+,0.633,Battery_Critical
5438,E-Bike,0.78,2.64,12.03,14.5,56.0,53.4,2,63.0,22.7,18-25,0.885,Normal
5439,E-Bike,5.27,35.74,8.7,12.96,51.6,37.6,1,18.3,30.9,46-60,0.499,Normal
5440,E-Bike,3.33,16.9,11.99,14.19,81.9,74.9,2,24.8,25.4,26-35,0.886,Mechanical_Fault
5441,E-Scooter,4.0,27.82,8.36,11.07,98.9,80.7,1,0.3,20.4,26-35,0.469,Hard_Braking
5442,E-Scooter,2.12,3.25,16.0,19.51,69.5,68.7,0,7.1,9.2,36-45,0.634,Normal
5443,E-Bike,1.57,3.95,14.08,24.69,79.0,78.0,1,65.6,13.7,18-25,0.876,Normal
5444,E-Scooter,1.99,2.0,13.34,15.97,59.6,53.6,1,26.7,35.6,36-45,0.677,Normal
5445,E-Scooter,5.56,32.35,10.59,19.03,40.8,23.3,0,13.8,27.5,36-45,0.642,Normal
5446,E-Scooter,1.99,9.37,20.3,23.35,92.7,86.9,1,25.0,42.0,18-25,0.83,Normal
5447,E-Scooter,6.8,16.8,20.4,27.6,34.2,15.2,2,9.6,22.3,36-45,0.755,Battery_Critical
5448,E-Scooter,1.03,8.92,13.28,20.6,45.2,42.3,0,2.5,22.1,26-35,0.71,Normal
5449,E-Scooter,6.53,43.94,9.42,17.96,94.7,72.3,1,3.5,26.3,18-25,0.782,Hard_Braking
5450,E-Scooter,3.0,12.6,20.2,22.43,68.4,61.1,1,7.6,26.1,26-35,0.733,Normal
5451,E-Bike,1.76,9.08,11.76,17.93,91.8,84.9,1,32.7,15.3,26-35,0.843,Normal
5452,E-Bike,4.5,28.1,9.57,14.23,56.2,45.1,3,27.1,16.8,36-45,0.884,Hard_Braking
5453,E-Scooter,2.16,14.5,18.1,20.14,23.9,19.5,2,10.6,35.8,26-35,0.915,Normal
5454,E-Scooter,0.43,2.0,22.4,28.04,24.8,27.7,1,13.5,3.7,26-35,0.78,Normal
5455,E-Scooter,3.54,12.93,18.16,25.98,29.8,18.5,1,52.1,25.4,26-35,0.596,Hard_Braking
5456,E-Scooter,4.36,17.22,15.78,23.3,76.3,64.5,2,7.0,23.5,36-45,0.842,Hard_Braking
5457,E-Scooter,1.77,2.94,19.36,28.0,87.7,87.8,2,0.2,30.8,18-25,0.906,Hard_Braking
5458,E-Bike,2.45,12.69,17.07,20.08,31.2,25.4,1,22.1,22.8,26-35,0.897,Normal
5459,E-Bike,4.07,19.93,10.02,12.93,75.4,58.3,1,3.6,29.9,36-45,0.551,Normal
5460,E-Scooter,7.96,38.85,11.49,19.74,86.6,57.3,1,4.5,23.1,46-60,0.741,Hard_Braking
5461,E-Scooter,0.88,2.44,15.43,25.45,98.3,93.2,1,27.6,20.8,26-35,0.843,Normal
5462,E-Bike,4.49,23.95,12.46,15.4,22.8,6.6,1,21.2,17.7,26-35,0.889,Battery_Critical
5463,E-Scooter,1.49,9.46,10.92,14.62,99.9,100.0,2,19.5,20.4,60+,0.812,Normal
5464,E-Bike,1.6,4.78,14.91,21.37,81.8,77.7,2,29.6,16.6,18-25,0.904,Normal
5465,E-Bike,1.11,12.08,10.0,15.42,43.9,35.1,4,9.0,23.4,26-35,0.768,Hard_Braking
5466,E-Scooter,2.84,5.52,12.9,20.34,79.6,69.9,4,14.4,34.9,36-45,0.887,Hard_Braking
5467,E-Scooter,0.91,5.79,15.27,18.19,32.8,30.6,1,30.9,29.4,60+,0.931,Hard_Braking
5468,E-Scooter,0.79,6.18,15.94,24.46,77.8,71.6,2,17.4,16.4,46-60,0.969,Battery_Critical
5469,E-Scooter,7.28,21.72,17.87,23.7,46.6,32.2,1,9.1,22.0,26-35,0.799,Normal
5470,E-Bike,1.23,13.4,5.33,19.24,29.8,21.0,0,15.1,20.6,36-45,0.925,Normal
5471,E-Bike,1.52,7.84,9.12,18.08,55.4,50.2,3,33.2,35.0,46-60,0.823,Hard_Braking
5472,E-Bike,2.35,11.35,12.18,20.42,45.6,37.4,3,11.8,38.4,26-35,0.968,Hard_Braking
5473,E-Bike,2.57,10.5,14.34,26.35,66.6,64.2,1,43.8,32.7,36-45,0.533,Normal
5474,E-Scooter,7.64,28.02,17.15,21.83,85.5,63.9,2,38.3,20.6,26-35,0.727,Normal
5475,E-Scooter,0.96,3.3,19.68,22.21,44.9,47.4,0,3.9,19.3,36-45,0.561,Normal
5476,E-Bike,1.13,10.41,14.03,14.65,48.0,38.1,0,24.2,25.6,18-25,0.9,Normal
5477,E-Scooter,2.1,9.85,17.28,17.53,49.2,35.4,1,30.5,24.2,26-35,0.917,Battery_Critical
5478,E-Scooter,7.11,23.01,17.8,22.03,65.4,42.0,0,13.3,37.8,18-25,0.846,Normal
5479,E-Bike,3.19,12.73,9.94,10.36,32.4,13.0,1,0.1,23.0,26-35,0.649,Battery_Critical
5480,E-Bike,4.77,12.95,17.3,23.39,44.2,29.9,1,14.4,19.2,18-25,0.537,Normal
5481,E-Bike,3.29,17.22,10.58,21.09,80.1,71.8,2,63.9,30.7,36-45,0.835,Normal
5482,E-Scooter,2.02,7.43,22.53,26.4,89.7,84.7,2,87.0,32.7,46-60,0.584,Mechanical_Fault
5483,E-Scooter,4.96,13.87,18.99,20.63,26.0,12.2,1,5.3,30.1,18-25,0.612,Battery_Critical
5484,E-Scooter,10.38,40.73,13.97,14.86,94.0,66.8,1,8.5,15.7,46-60,0.542,Normal
5485,E-Scooter,1.95,3.16,22.0,26.27,62.1,55.8,3,5.8,19.1,18-25,0.758,Hard_Braking
5486,E-Bike,3.05,6.97,15.6,19.26,45.4,26.8,1,0.7,34.0,18-25,0.488,Normal
5487,E-Scooter,2.7,10.55,13.59,17.05,98.2,87.0,2,19.2,42.0,26-35,0.793,Mechanical_Fault
5488,E-Scooter,3.36,6.66,23.81,31.94,22.2,6.5,3,24.7,10.0,36-45,0.852,Battery_Critical
5489,E-Bike,1.63,10.66,15.44,22.38,22.6,15.1,1,6.1,26.8,36-45,0.586,Normal
5490,E-Scooter,1.02,3.39,23.98,27.25,72.6,73.4,3,64.0,17.6,36-45,0.688,Hard_Braking
5491,E-Scooter,1.4,2.0,14.95,19.43,66.4,62.4,1,27.5,31.9,18-25,0.765,Normal
5492,E-Bike,3.53,11.77,15.1,18.56,64.2,55.8,1,12.5,21.4,18-25,0.84,Normal
5493,E-Bike,3.53,24.61,11.3,14.59,27.5,17.7,1,1.6,21.4,26-35,0.872,Normal
5494,E-Scooter,7.15,39.31,13.15,20.1,49.2,29.0,0,3.2,20.2,26-35,0.883,Normal
5495,E-Bike,1.86,15.68,8.04,8.55,50.0,44.4,2,15.4,30.6,36-45,0.526,Hard_Braking
5496,E-Scooter,4.57,19.0,17.8,24.23,45.1,33.8,3,6.4,26.9,36-45,0.772,Hard_Braking
5497,E-Scooter,5.9,17.25,22.32,26.66,68.0,51.2,0,36.9,25.4,26-35,0.76,Mechanical_Fault
5498,E-Scooter,1.87,5.05,20.32,26.06,53.1,47.1,3,1.7,28.7,26-35,0.836,Hard_Braking
5499,E-Bike,1.17,10.81,10.3,17.62,61.5,57.3,3,7.2,26.6,26-35,0.732,Hard_Braking
5500,E-Scooter,2.2,9.27,18.66,28.91,55.6,48.8,1,37.4,8.2,36-45,0.743,Normal
5501,E-Scooter,1.02,3.83,16.9,17.98,21.6,17.7,0,75.0,23.6,26-35,0.777,Normal
5502,E-Scooter,2.03,3.5,22.33,30.1,21.2,16.0,1,88.5,8.1,18-25,0.642,Battery_Critical
5503,E-Bike,1.08,7.2,10.41,18.28,61.7,56.3,1,0.9,11.8,18-25,0.8,Normal
5504,E-Scooter,1.5,5.27,22.08,27.67,76.7,76.2,3,4.8,17.0,18-25,0.566,Hard_Braking
5505,E-Bike,5.69,17.73,17.47,17.55,59.4,42.4,2,21.8,12.7,26-35,0.761,Mechanical_Fault
5506,E-Scooter,1.15,8.34,14.72,16.8,81.5,85.5,0,14.6,20.7,18-25,0.624,Normal
5507,E-Scooter,11.95,32.72,21.6,26.75,89.4,59.9,1,46.3,31.1,26-35,0.927,Battery_Critical
5508,E-Scooter,2.71,2.0,28.04,30.1,20.5,17.2,0,7.9,19.0,18-25,0.734,Battery_Critical
5509,E-Bike,1.27,10.35,9.41,10.55,87.2,79.2,1,5.7,8.0,18-25,0.873,Normal
5510,E-Bike,2.59,5.34,18.76,24.89,30.8,23.8,0,8.8,38.1,18-25,0.742,Normal
5511,E-Bike,0.3,6.35,11.74,16.48,78.7,84.5,2,30.1,31.9,46-60,0.895,Mechanical_Fault
5512,E-Scooter,8.33,24.39,17.07,21.44,64.4,41.3,2,18.5,18.9,36-45,0.563,Normal
5513,E-Scooter,4.15,10.92,17.46,21.27,79.6,68.8,2,1.5,32.5,60+,0.46,Battery_Critical
5514,E-Scooter,1.67,16.51,14.97,17.89,69.1,61.9,2,3.6,30.2,46-60,0.529,Normal
5515,E-Bike,1.69,16.52,7.35,13.32,36.2,39.3,3,9.3,11.9,46-60,0.716,Hard_Braking
5516,E-Scooter,1.95,13.64,13.03,18.22,55.9,47.5,1,7.2,35.8,60+,0.714,Normal
5517,E-Bike,3.12,18.37,13.38,21.91,82.4,74.1,3,10.3,12.6,26-35,0.643,Hard_Braking
5518,E-Bike,1.89,3.77,14.88,17.19,68.9,60.1,0,35.5,20.9,26-35,0.383,Improper_Parking
5519,E-Scooter,5.22,21.69,13.67,18.31,28.9,16.4,3,5.1,29.8,36-45,0.842,Hard_Braking
5520,E-Scooter,7.25,20.65,23.31,28.59,31.2,10.9,0,18.8,32.6,26-35,0.524,Battery_Critical
5521,E-Scooter,2.85,14.95,14.75,18.3,28.6,28.4,3,55.2,32.3,36-45,0.841,Hard_Braking
5522,E-Bike,2.03,10.35,13.66,17.38,40.5,36.9,1,1.1,25.0,18-25,0.616,Normal
5523,E-Scooter,0.77,6.41,23.29,28.48,37.1,34.4,1,49.4,40.1,36-45,0.924,Normal
5524,E-Bike,0.3,2.0,10.59,17.38,81.8,85.6,2,38.5,4.4,36-45,0.762,Mechanical_Fault
5525,E-Scooter,2.96,4.7,17.41,17.73,33.0,19.1,1,23.7,17.2,26-35,0.786,Normal
5526,E-Bike,0.41,3.97,13.76,17.91,87.7,82.3,1,8.9,28.8,36-45,0.569,Normal
5527,E-Scooter,7.62,24.31,19.77,22.08,54.8,31.4,1,8.1,24.6,18-25,0.93,Normal
5528,E-Bike,1.28,2.0,10.68,17.46,82.9,74.1,1,36.2,24.3,26-35,0.608,Normal
5529,E-Scooter,1.74,10.7,12.19,16.6,48.9,40.2,4,17.2,14.7,26-35,0.651,Hard_Braking
5530,E-Bike,1.2,5.99,11.98,17.4,40.8,41.8,2,16.8,23.6,18-25,0.914,Normal
5531,E-Scooter,0.3,2.04,7.48,9.09,57.7,58.2,0,7.7,14.7,26-35,0.763,Normal
5532,E-Scooter,3.12,5.64,17.54,24.09,26.3,11.6,2,6.0,28.6,36-45,0.705,Battery_Critical
5533,E-Bike,1.84,11.23,10.8,13.71,78.5,77.3,2,5.7,23.7,26-35,0.783,Normal
5534,E-Scooter,2.59,14.43,17.71,25.06,65.8,55.8,0,4.1,37.7,18-25,0.529,Normal
5535,E-Scooter,0.55,3.72,20.54,22.28,97.3,95.9,1,18.6,15.5,26-35,0.726,Normal
5536,E-Scooter,4.33,18.42,16.62,22.9,23.1,8.1,2,25.2,34.0,36-45,0.859,Battery_Critical
5537,E-Scooter,6.01,35.78,11.14,16.57,49.5,32.2,2,11.9,30.3,26-35,0.988,Normal
5538,E-Bike,0.49,3.12,14.22,22.3,33.7,30.8,1,6.7,19.1,18-25,0.43,Hard_Braking
5539,E-Scooter,1.28,10.03,12.64,15.32,53.7,48.1,0,27.0,16.5,18-25,0.673,Normal
5540,E-Scooter,1.84,11.31,16.61,16.92,63.0,60.7,2,12.9,19.3,26-35,0.81,Normal
5541,E-Scooter,0.8,7.31,21.42,22.59,47.0,48.7,1,16.1,21.0,36-45,0.801,Normal
5542,E-Bike,2.81,13.05,17.26,20.93,83.8,74.0,3,56.5,30.7,36-45,0.784,Hard_Braking
5543,E-Bike,3.59,28.24,7.34,12.36,20.3,3.5,3,1.8,19.8,26-35,0.891,Battery_Critical
5544,E-Scooter,6.82,15.26,21.12,25.29,20.7,6.8,3,25.8,36.9,60+,0.67,Battery_Critical
5545,E-Bike,3.44,14.69,17.68,24.9,89.7,88.5,2,5.4,19.8,46-60,0.714,Mechanical_Fault
5546,E-Bike,0.87,5.8,10.56,17.12,46.4,42.2,2,57.1,21.9,36-45,0.944,Hard_Braking
5547,E-Scooter,3.04,8.85,15.58,21.56,21.3,8.2,2,51.4,16.1,26-35,0.604,Battery_Critical
5548,E-Scooter,0.3,2.0,12.62,19.04,89.6,81.6,3,19.5,10.4,46-60,0.806,Normal
5549,E-Scooter,1.35,8.01,13.51,25.77,34.3,31.4,2,48.6,37.9,18-25,0.744,Hard_Braking
5550,E-Scooter,5.82,19.63,16.24,20.43,44.9,34.1,0,7.4,27.6,46-60,0.778,Normal
5551,E-Scooter,1.19,2.0,19.4,23.0,66.7,61.7,4,37.0,33.5,36-45,0.877,Hard_Braking
5552,E-Bike,12.22,51.25,14.1,17.33,25.0,0.0,2,10.4,22.6,18-25,0.926,Battery_Critical
5553,E-Bike,6.06,25.19,11.62,17.57,38.8,17.6,1,14.5,35.0,46-60,0.756,Normal
5554,E-Scooter,3.25,8.8,17.39,22.62,99.6,86.0,0,141.3,20.0,18-25,0.52,Mechanical_Fault
5555,E-Bike,1.23,5.46,11.85,17.17,22.9,26.3,2,20.0,15.5,18-25,0.724,Normal
5556,E-Scooter,0.48,2.0,22.87,26.74,73.2,79.6,1,9.8,19.0,18-25,0.791,Hard_Braking
5557,E-Scooter,1.43,8.29,18.26,19.61,57.5,47.0,2,41.2,33.6,18-25,0.815,Mechanical_Fault
5558,E-Scooter,3.84,13.16,17.98,25.51,21.9,7.7,4,15.4,30.7,18-25,0.781,Battery_Critical
5559,E-Scooter,3.9,12.86,14.54,22.86,54.1,44.3,0,35.3,34.6,18-25,0.697,Normal
5560,E-Scooter,4.89,35.99,7.58,10.71,71.6,53.2,2,25.7,36.9,26-35,0.842,Normal
5561,E-Bike,1.85,6.85,14.58,17.16,85.5,80.2,1,1.3,26.2,26-35,0.226,Improper_Parking
5562,E-Bike,7.2,30.54,13.6,16.58,27.3,10.3,1,4.0,23.8,26-35,0.97,Battery_Critical
5563,E-Bike,1.75,6.69,10.59,12.93,89.1,79.3,1,10.0,18.9,18-25,0.817,Normal
5564,E-Bike,4.13,16.16,16.15,20.95,91.0,69.1,0,43.7,20.6,18-25,0.816,Mechanical_Fault
5565,E-Scooter,3.72,18.61,11.94,15.35,87.8,78.1,0,27.9,21.6,18-25,0.737,Normal
5566,E-Bike,1.49,2.0,13.76,14.77,80.3,81.4,1,13.6,29.5,26-35,0.65,Normal
5567,E-Scooter,3.28,16.43,15.44,19.73,39.9,32.1,1,45.2,16.4,36-45,0.809,Normal
5568,E-Bike,1.02,3.48,12.64,21.75,28.1,25.8,2,5.7,22.6,26-35,0.909,Normal
5569,E-Bike,0.46,4.65,12.79,17.24,93.4,85.5,1,2.5,21.7,36-45,0.731,Battery_Critical
5570,E-Bike,4.03,19.98,13.06,18.86,48.5,39.6,1,3.2,28.2,46-60,0.376,Improper_Parking
5571,E-Scooter,4.65,14.54,21.74,28.92,54.5,37.9,2,13.2,22.4,18-25,0.737,Hard_Braking
5572,E-Bike,1.54,6.68,11.03,11.19,55.9,49.9,3,8.7,24.2,46-60,0.685,Normal
5573,E-Scooter,6.69,43.62,8.79,16.15,65.3,46.7,2,26.8,21.1,36-45,0.648,Normal
5574,E-Scooter,6.45,14.11,21.75,24.8,22.6,3.0,0,21.3,28.2,26-35,0.819,Battery_Critical
5575,E-Scooter,0.92,2.0,18.7,20.07,91.3,89.9,1,11.5,24.5,36-45,0.755,Normal
5576,E-Scooter,3.92,15.33,17.85,20.44,68.7,59.5,0,38.1,29.3,18-25,,Hard_Braking
5577,E-Bike,1.71,11.71,12.86,15.15,50.5,37.1,0,11.2,9.8,18-25,0.866,Normal
5578,E-Scooter,4.78,12.66,17.77,25.04,43.2,31.5,3,83.4,24.6,26-35,0.851,Hard_Braking
5579,E-Scooter,9.72,39.36,14.36,19.02,82.3,51.4,2,13.8,22.4,18-25,0.403,Improper_Parking
5580,E-Scooter,2.45,8.79,17.53,20.15,43.7,30.5,3,1.4,27.3,18-25,0.468,Hard_Braking
5581,E-Scooter,6.01,20.3,17.7,23.71,85.8,76.9,3,6.4,20.1,36-45,0.878,Hard_Braking
5582,E-Scooter,4.81,18.58,21.17,25.52,59.7,39.6,2,95.3,22.0,60+,0.832,Mechanical_Fault
5583,E-Bike,2.83,13.02,17.39,24.8,42.2,31.4,0,0.3,25.5,46-60,0.762,Normal
5584,E-Scooter,8.24,47.83,10.52,10.56,50.5,21.5,0,19.6,26.4,36-45,0.777,Normal
5585,E-Scooter,0.77,2.0,19.34,25.39,95.6,93.0,1,8.0,33.3,60+,0.8,Normal
5586,E-Scooter,5.75,17.22,18.22,22.39,28.7,11.6,1,6.8,14.2,36-45,0.581,Battery_Critical
5587,E-Scooter,2.4,6.96,22.05,27.08,82.6,80.5,0,34.5,8.5,36-45,0.853,Normal
5588,E-Bike,3.24,16.53,12.51,13.0,50.3,38.1,1,20.9,30.4,26-35,0.645,Normal
5589,E-Scooter,1.85,2.81,16.47,16.6,33.7,25.3,1,9.4,27.6,18-25,0.476,Normal
5590,E-Scooter,2.48,9.13,17.21,24.02,34.1,27.8,2,10.5,29.7,18-25,0.606,Normal
5591,E-Bike,1.19,6.96,15.78,16.84,78.1,76.0,1,3.6,25.9,26-35,0.723,Normal
5592,E-Bike,6.28,74.05,5.0,13.66,49.5,25.4,0,10.5,21.0,26-35,0.829,Normal
5593,E-Scooter,6.11,19.61,20.52,21.13,26.5,10.5,2,26.6,18.5,46-60,0.976,Battery_Critical
5594,E-Scooter,0.53,2.0,18.56,23.48,68.9,66.6,1,2.8,20.2,26-35,0.628,Hard_Braking
5595,E-Scooter,0.64,2.4,14.94,20.67,97.9,95.3,1,19.7,14.2,,0.709,Normal
5596,E-Scooter,1.16,2.0,18.57,23.18,51.3,45.1,3,13.3,27.0,36-45,0.648,Hard_Braking
5597,E-Bike,9.96,45.23,13.82,14.63,59.8,29.0,4,51.2,10.2,26-35,0.672,Hard_Braking
5598,E-Scooter,1.11,2.0,18.27,28.32,83.9,81.4,0,43.8,22.0,26-35,0.939,Mechanical_Fault
5599,E-Scooter,4.24,7.29,29.49,37.51,82.3,74.4,0,11.5,20.1,18-25,0.913,Normal
5600,E-Scooter,3.9,16.77,12.03,14.39,65.8,48.4,2,10.9,25.5,26-35,0.72,Normal
5601,E-Scooter,1.58,11.95,13.13,16.06,54.4,51.3,0,20.8,18.7,26-35,0.77,Normal
5602,E-Scooter,3.96,15.53,17.08,23.11,24.7,16.8,3,40.2,12.4,60+,0.944,Hard_Braking
5603,E-Bike,2.14,9.06,14.48,16.44,89.4,86.8,2,13.2,22.7,36-45,0.831,Normal
5604,E-Scooter,1.85,8.38,19.21,25.97,65.0,63.8,1,18.8,25.8,26-35,0.884,Hard_Braking
5605,E-Scooter,6.69,26.88,14.34,16.24,61.4,40.1,2,12.2,22.1,18-25,0.743,Normal
5606,E-Scooter,0.94,2.0,22.51,30.12,89.2,90.3,0,8.4,19.5,18-25,0.765,Normal
5607,E-Scooter,3.22,19.44,13.42,17.22,85.6,83.4,1,20.4,19.2,36-45,0.384,Improper_Parking
5608,E-Scooter,0.3,2.0,28.49,32.19,48.6,48.0,2,18.9,19.3,18-25,0.735,Hard_Braking
5609,E-Scooter,4.07,4.74,20.44,26.41,30.7,17.0,1,1.7,20.2,26-35,0.858,Normal
5610,E-Scooter,2.1,15.21,11.39,11.62,88.1,79.4,1,72.0,24.1,46-60,0.708,Mechanical_Fault
5611,E-Scooter,1.85,17.52,13.09,16.09,85.2,84.5,0,10.4,22.7,18-25,0.555,Normal
5612,E-Bike,3.8,18.64,15.27,22.43,41.0,30.0,0,26.3,23.8,26-35,0.753,Normal
5613,E-Bike,1.11,2.0,13.58,17.37,83.3,82.1,1,24.9,22.0,26-35,0.82,Normal
5614,E-Bike,4.66,27.22,10.32,19.94,44.3,34.7,1,53.6,35.9,46-60,0.541,Improper_Parking
5615,E-Scooter,3.22,3.72,22.22,24.13,48.5,35.8,3,18.5,6.2,36-45,0.903,Hard_Braking
5616,E-Scooter,6.88,48.87,8.73,10.61,69.5,54.5,1,24.1,26.3,26-35,0.858,Improper_Parking
5617,E-Scooter,4.95,18.25,17.51,25.18,57.4,42.9,0,28.8,22.2,36-45,0.913,Normal
5618,E-Bike,4.5,20.32,12.17,17.78,26.5,16.6,1,30.8,20.2,18-25,0.818,Normal
5619,E-Scooter,0.3,2.0,14.48,23.79,79.1,75.0,0,45.4,37.5,18-25,0.99,Normal
5620,E-Bike,2.84,12.92,15.57,20.97,77.5,68.8,1,78.7,17.9,18-25,0.621,Mechanical_Fault
5621,E-Scooter,7.86,31.13,16.97,24.87,44.0,19.5,1,64.4,16.7,26-35,0.448,Hard_Braking
5622,E-Scooter,2.67,9.83,16.93,26.17,97.9,85.7,1,29.2,26.1,26-35,0.745,Normal
5623,E-Bike,2.07,8.04,8.96,12.74,95.2,87.0,1,28.7,31.0,46-60,0.552,Normal
5624,E-Scooter,6.34,28.23,13.01,15.55,96.2,80.6,0,45.2,12.9,36-45,,Normal
5625,E-Scooter,2.43,11.62,19.47,27.03,64.4,50.6,3,10.3,22.0,60+,0.926,Hard_Braking
5626,E-Scooter,3.74,14.9,15.39,19.28,61.5,46.9,1,48.1,20.1,26-35,0.808,Normal
5627,E-Scooter,3.42,12.39,19.01,19.68,76.7,63.7,0,11.2,18.0,26-35,0.458,Normal
5628,E-Scooter,8.44,28.96,19.74,27.47,37.3,10.0,1,6.6,33.4,60+,0.749,Normal
5629,E-Scooter,2.16,3.3,18.94,24.46,80.3,67.1,2,14.3,24.9,36-45,0.956,Normal
5630,E-Scooter,5.47,15.2,23.22,29.77,38.9,20.7,0,1.0,41.6,36-45,0.786,Normal
